id,nama_wisata,kategori,kota,alamat,deskripsi,gambar,fitur,fitur_bersih,latitude,longitude,jam_buka,jam_tutup,rating,telepon,website,harga_tiket,sumber_data,tanggal_verifikasi,combined_text
20,Taman Botani Sukorambi,Rekreasi,Jember,"Jl. Mujahir, Krajan, Sukorambi, Kec. Sukorambi, Kabupaten Jember, Jawa Timur 68151","Taman Botani Sukorambi merupakan destinasi wisata rekreasi yang menawarkan pengalaman unik dan menyenangkan bagi pengunjung. Terletak di Jl. Mujahir, Krajan, Sukorambi, Kec. Sukorambi, Kabupaten Jember, Jawa Timur, taman ini dikelilingi oleh hamparan luas hijau yang memanjakan mata dan memberikan suasana yang damai. Sebagai salah satu taman botani terbesar di Indonesia, Taman Botani Sukorambi menawarkan pemandangan yang luar biasa dengan koleksi lebih dari 1.500 jenis tanaman yang berasal dari berbagai belahan dunia.

Dengan luas sekitar 18 hektar, taman ini menawarkan pengalaman yang unik bagi pengunjung. Mulai dari berjalan-jalan di tengah-tengah kebun bunga yang berwarna-warni hingga menikmati keindahan air terjun yang membentang di tengah-tengah taman. Pengunjung juga dapat menikmati keindahan kolam ikan yang berisi berbagai jenis ikan air tawar dan air asin. Selain itu, taman ini juga menawarkan berbagai fasilitas seperti restoran, café, dan area piknik yang dapat memuaskan keinginan pengunjung. Aktivitas yang dapat dilakukan di Taman Botani Sukorambi antara lain bersepeda, berjalan-jalan, berfoto, dan mengikuti workshop tentang perawatan tanaman.

Taman Botani Sukorambi juga menawarkan pengalaman unik bagi pengunjung dengan menampilkan berbagai jenis tanaman yang langka dan unik. Diantaranya adalah tanaman kaktus, tanaman epiphyte, dan tanaman tropis lainnya. Selain itu, taman ini juga menawarkan festival tanaman yang rutin diadakan setiap tahunnya, di mana pengunjung dapat menikmati keindahan tanaman yang sedang berbunga. Dengan demikian, Taman Botani Sukorambi menjadi destinasi wisata rekreasi yang tidak boleh dilewatkan bagi pengunjung yang mencari pengalaman unik dan menyenangkan.",assets/images/20.png,"Taman Botani Sukorambi Rekreasi Rekreasi Jember Jl. Mujahir, Krajan, Sukorambi, Kec. Sukorambi, Kabupaten Jember, Jawa Timur 68151 Taman Botani Sukorambi adalah kebun botani seluas beberapa hektar di Sukorambi, Jember. Tempat ini memiliki koleksi tanaman obat, bunga, dan pepohonan langka; juga fasilitas seperti kolam, pusat bacaan, flying fox, cafe, dan jalur pejalan kaki yang integral untuk edukasi botani dan rekreasi alam.",taman botani sukorambi rekreasi rekreasi jember jl mujahir krajan sukorambi kec sukorambi kabupaten jember jawa timur taman botani sukorambi kebun botani seluas hektar sukorambi jember tempat memiliki koleksi tanaman obat bunga pepohonan langka fasilitas kolam pusat bacaan flying fox cafe jalur pejalan kaki integral edukasi botani rekreasi alam,-8.1565,113.6552,07:00,16:00,[Unverified],[Unverified],[Unverified],Rp 20.000,Situs Resmi Botani Sukorambi,2026-07-20,Tidak ada data
21,Pantai Payangan,Pantai,Jember,"Pantai Payangan, Jl. Sidomulyo, Sido Mulyo, Sumberrejo, Kec. Ambulu, Kabupaten Jember, Jawa Timur 68172","Pantai Payangan, sebuah destinasi wisata pantai yang terletak di Jember, Jawa Timur, menawarkan pengalaman liburan yang tak terlupakan bagi para pengunjung. Terletak di Jl. Sidomulyo, Sido Mulyo, Sumberrejo, Kec. Ambulu, Kabupaten Jember, dengan kode pos 68172, Pantai Payangan menawarkan suasana yang tenang dan damai, membuatnya menjadi pilihan yang tepat bagi mereka yang ingin menyegarkan pikiran dan menikmati keindahan alam.

Pantai Payangan dikenal akan keindahan alamnya yang masih alami dan tidak terjamah oleh kebisingan kota. Pasir putih yang lembut dan pepohonan hijau yang membentang sepanjang garis pantai, membuat suasana di sini sangat nyaman dan menenangkan. Selain itu, ombak yang tidak terlalu besar membuatnya menjadi pilihan yang tepat bagi mereka yang ingin berenang atau bermain air. Anda juga dapat menikmati keindahan sunset atau sunrise di sini, dengan suasana yang romantis dan tak terlupakan. Selain itu, Pantai Payangan juga menawarkan berbagai aktivitas yang dapat dinikmati, seperti berenang, bermain air, berjalan-jalan di pantai, atau hanya menikmati keindahan alam.

Dengan fasilitas yang cukup lengkap, seperti tempat parkir yang luas, toilet, dan warung makan, Pantai Payangan menjadi destinasi wisata yang sangat cocok bagi keluarga, pasangan, atau bahkan solo traveler. Anda dapat menikmati keindahan alam, berenang, bermain air, atau hanya menikmati keheningan di sini. Pantai Payangan juga menawarkan kesempatan untuk melihat keindahan alam yang lebih dalam, seperti gugusan karang, ikan-ikan kecil, atau bahkan penyu yang sedang bertelur. Dengan demikian, Pantai Payangan menjadi destinasi wisata yang sangat layak untuk dikunjungi, terutama bagi mereka yang mencari keindahan alam yang alami dan menenangkan.",assets/images/21.png,"Pantai Payangan Pantai Pantai Jember Pantai Payangan, Jl. Sidomulyo, Sido Mulyo, Sumberrejo, Kec. Ambulu, Kabupaten Jember, Jawa Timur 68172 Pantai Payangan menawarkan pantai eksotis dengan kombinasi pasir, batu karang, dan pemandangan tebing di latar belakang. Cocok bagi wisatawan yang mencari suasana pantai yang lebih tenang dan alami di Jember selatan.",pantai payangan pantai pantai jember pantai payangan jl sidomulyo sido mulyo sumberrejo kec ambulu kabupaten jember jawa timur pantai payangan menawarkan pantai eksotis kombinasi pasir batu karang pemandangan tebing latar cocok wisatawan mencari suasana pantai lebih tenang alami jember selatan,-8.3934,113.5659,Buka 24 jam,Buka 24 jam,[Unverified],[Unverified],[Unverified],Rp 10.000,"Google Maps, Traveloka",2026-07-20,Tidak ada data
22,Tiara Waterpark,Rekreasi,Jember,"Jalan Kaliurang, Sumbersari, Krajan Barat, Sumbersari, Jl. Kaliurang No.158, Krajan Barat, Tegalgede, Kabupaten Jember, Jawa Timur 68124","Tiara Waterpark, terletak di Jalan Kaliurang, Sumbersari, Krajan Barat, Tegalgede, Kabupaten Jember, Jawa Timur, adalah salah satu destinasi wisata rekreasi yang paling populer di daerah tersebut. Lokasinya yang strategis dan aksesibilitas yang mudah membuatnya menjadi pilihan utama bagi mereka yang mencari tempat hiburan yang menyenangkan dan relaks.

Pada saat Anda tiba di Tiara Waterpark, Anda langsung akan terkesan dengan suasana yang menawan dan pemandangan yang indah. Kolam renang yang luas dan fasilitas yang lengkap akan membuat Anda merasa seolah-olah Anda sedang berada di sebuah surga. Kolam renang ini juga dilengkapi dengan berbagai fasilitas seperti kolam anak-anak, kolam untuk dewasa, dan fasilitas olahraga air lainnya. Suasana yang santai dan nyaman dijamin akan membuat Anda merasa lebih rileks dan bahagia. Selain itu, Tiara Waterpark juga menawarkan berbagai aktivitas yang dapat Anda lakukan, seperti berenang, bermain air, dan bermain permainan air lainnya. Anda juga dapat menikmati berbagai fasilitas tambahan seperti warung makan, kafe, dan toko souvenir.

Namun, yang membuat Tiara Waterpark menjadi destinasi wisata yang sangat unik dan menarik adalah adanya berbagai fasilitas yang menawarkan pengalaman yang berbeda-beda. Salah satu contoh adalah adanya kolam renang yang dapat digunakan untuk berenang pada malam hari, dengan menggunakan cahaya neon yang menambah kesan yang sangat menarik. Selain itu, Tiara Waterpark juga menawarkan berbagai acara dan kegiatan yang dapat Anda ikuti, seperti konser, pertandingan olahraga air, dan acara lainnya. Dengan demikian, Anda dapat menikmati pengalaman yang tak terlupakan dan menciptakan kenangan yang indah bersama keluarga atau teman-teman.",assets/images/22.png,"Tiara Waterpark Rekreasi Rekreasi Jember Jalan Kaliurang, Sumbersari, Krajan Barat, Sumbersari, Jl. Kaliurang No.158, Krajan Barat, Tegalgede, Kabupaten Jember, Jawa Timur 68124 Tiara Waterpark adalah taman air modern di kota Jember dengan kolam renang, seluncuran air, area bermain air, serta fasilitas pendukung seperti food court dan area parkir. Cocok sebagai destinasi keluarga dan hiburan air di dalam kota.",tiara waterpark rekreasi rekreasi jember jalan kaliurang sumbersari krajan barat sumbersari jl kaliurang no krajan barat tegalgede kabupaten jember jawa timur tiara waterpark taman air modern kota jember kolam renang seluncuran air area bermain air fasilitas pendukung food court area parkir cocok sebagai destinasi keluarga hiburan air dalam kota,-8.1542,113.6822,08:00,17:00,[Unverified],[Unverified],[Unverified],Rp 25.000,Google Maps,2026-07-20,Tidak ada data
23,Pantai Nanggelan,Pantai,Jember,"Jalan Cangak Indah, Curahnongko, Tempurejo, Area Hutan, Curahnongko, Kec. Tempurejo, Kabupaten Jember, Jawa Timur 68173","Pantai Nanggelan, sebuah destinasi wisata pantai yang terletak di Jalan Cangak Indah, Curahnongko, Tempurejo, Kabupaten Jember, Jawa Timur, menawarkan pengalaman liburan yang tak terlupakan bagi para pengunjung. Terletak di area hutan yang masih asri dan alami, pantai ini menawarkan pemandangan alam yang indah dan menenangkan, sehingga menjadi destinasi wisata yang sangat cocok untuk mereka yang mencari ketenangan dan keindahan alam.

Suasana di Pantai Nanggelan sangat menyenangkan dan menenangkan, dengan air laut yang jernih dan pasir putih yang lembut. Para pengunjung dapat menikmati pemandangan pantai yang indah sambil berenang, bermain air, atau hanya duduk santai di bawah payung-payung yang disediakan. Selain itu, pantai ini juga menawarkan kegiatan-kegiatan menarik seperti bersepeda, berjalan-jalan di area hutan, atau melihat-lihat kehidupan liar di sekitar pantai. Para pengunjung juga dapat menikmati kuliner tradisional Jawa Timur di warung-warung yang tersebar di sekitar pantai. Pada malam hari, pantai ini juga menawarkan pemandangan yang indah dengan lampu-lampu yang berkelap-kelip, sehingga menjadi destinasi wisata yang sangat cocok untuk mereka yang mencari keindahan alam dan ketenangan.

Aktivitas yang bisa dilakukan di Pantai Nanggelan sangat beragam, sehingga para pengunjung dapat memilih kegiatan yang sesuai dengan minat dan preferensi mereka. Para pengunjung dapat menikmati kegiatan air seperti berenang, bermain air, atau bersepeda air. Selain itu, para pengunjung juga dapat menikmati kegiatan darat seperti berjalan-jalan di area hutan, melihat-lihat kehidupan liar, atau berfoto-foto di tempat-tempat yang indah. Para pengunjung juga dapat menikmati kuliner tradisional Jawa Timur di warung-warung yang tersebar di sekitar pantai. Pada malam hari, para pengunjung juga dapat menikmati pemandangan yang indah dengan lampu-lampu yang berkelap-kelip. Dengan demikian, Pantai Nanggelan menjadi destinasi wisata yang sangat cocok untuk mereka yang mencari keindahan alam, ketenangan, dan kegiatan menarik.",assets/images/23.png,"Pantai Nanggelan Pantai Pantai Jember Jalan Cangak Indah, Curahnongko, Tempurejo, Area Hutan, Curahnongko, Kec. Tempurejo, Kabupaten Jember, Jawa Timur 68173 Pantai Nanggelan adalah pantai alam dengan suasana tenang, pasir, ombak lembut, dan latar hutan atau tebing. Tempat ini cocok bagi wisatawan yang ingin menikmati pantai tanpa keramaian, berjalan pantai, atau sekadar menyatu dengan alam.",pantai nanggelan pantai pantai jember jalan cangak indah curahnongko tempurejo area hutan curahnongko kec tempurejo kabupaten jember jawa timur pantai nanggelan pantai alam suasana tenang pasir ombak lembut latar hutan tebing tempat cocok wisatawan ingin menikmati pantai tanpa keramaian berjalan pantai sekadar menyatu alam,-8.4358,113.6143,Buka 24 jam,Buka 24 jam,[Unverified],[Unverified],[Unverified],Rp 10.000,Google Maps,2026-07-20,Tidak ada data
24,Air Terjun 7 Bidadari,Air Terjun,Jember,"Dusun, Gardu Utara, Rowosari, Kec. Sumberjambe, Kabupaten Jember, Jawa Timur 68195","Air Terjun 7 Bidadari merupakan salah satu destinasi wisata alam yang menawarkan pengalaman yang tak terlupakan di Kabupaten Jember, Jawa Timur. Terletak di Dusun Gardu Utara, Rowosari, Kecamatan Sumberjambe, Air Terjun 7 Bidadari menawarkan keindahan alam yang sangat menakjubkan dengan air terjun yang terdiri dari 7 tingkat, sehingga memberikan kesan yang sangat spektakuler. Suasana sekitar air terjun yang masih alami dan sejuk membuat pengunjung merasa nyaman dan tenang.

Pemandangan di sekitar air terjun sangatlah menarik, dengan vegetasi hijau yang lebat dan berbagai jenis tanaman yang unik. Pengunjung dapat menikmati keindahan air terjun dari berbagai sudut dan sudut pandang, mulai dari dekat hingga jauh. Selain itu, pengunjung juga dapat menikmati keindahan alam sekitar, seperti perbukitan, hutan, dan sungai yang mengalir dengan tenang. Aktivitas yang dapat dilakukan di Air Terjun 7 Bidadari antara lain, berenang, berfoto, berjalan-jalan di sekitar air terjun, dan menikmati keindahan alam sekitar. Pengunjung juga dapat menikmati makanan dan minuman yang lezat di warung-warung yang terdapat di sekitar air terjun.

Untuk mencapai Air Terjun 7 Bidadari, pengunjung dapat menggunakan transportasi umum atau memilih untuk menggunakan mobil pribadi. Jarak dari pusat kota Jember ke Air Terjun 7 Bidadari sekitar 20 km, sehingga dapat ditempuh dalam waktu yang relatif singkat. Fasilitas yang tersedia di sekitar air terjun antara lain, toilet, tempat parkir, dan warung-warung yang menjual makanan dan minuman. Meskipun belum banyak diketahui oleh masyarakat luas, Air Terjun 7 Bidadari menawarkan pengalaman yang sangat berkesan dan tak terlupakan bagi pengunjung yang mengunjunginya.",assets/images/24.png,"Air Terjun 7 Bidadari Air Terjun Air Terjun Jember Dusun, Gardu Utara, Rowosari, Kec. Sumberjambe, Kabupaten Jember, Jawa Timur 68195 Air Terjun 7 Bidadari adalah air terjun bertingkat yang memukau di Sumberjambe, Jember. Nama “7 Bidadari” memberi kesan magis, pengunjung bisa menikmati beberapa aliran air di tiap tingkatan, spot foto, dan panorama alam sekitarnya.",air terjun bidadari air terjun air terjun jember dusun gardu utara rowosari kec sumberjambe kabupaten jember jawa timur air terjun bidadari air terjun bertingkat memukau sumberjambe jember nama bidadari memberi kesan magis pengunjung bisa menikmati aliran air tiap tingkatan spot foto panorama alam sekitarnya,-8.1129,113.782,07:00,16:00,[Unverified],[Unverified],[Unverified],Rp 5.000,Google Maps,2026-07-20,Tidak ada data
25,Pantai Paseban,Pantai,Jember,"Paseban, Kec. Kencong, Kabupaten Jember, Jawa Timur","Pantai Paseban terletak di Kecamatan Kencong, Kabupaten Jember, Jawa Timur, merupakan destinasi wisata pantai yang menawarkan keindahan alam yang luar biasa. Lokasinya yang strategis membuat pantai ini menjadi salah satu tempat wisata populer di Jember. Pantai Paseban memiliki keunikan yang berbeda dari pantai lainnya, yaitu adanya batu-batu karang yang menjulang tinggi di sepanjang garis pantai, menciptakan pemandangan yang menakjubkan.

Suasana di Pantai Paseban sangat nyaman dan relaks, terutama pada pagi dan sore hari ketika sinar matahari tidak terlalu panas. Pada saat itu, pengunjung dapat menikmati keindahan laut yang biru dan jernih, serta menikmati perpaduan antara langit biru dan laut yang hijau. Selain itu, pantai ini juga menawarkan kegiatan water sports seperti berenang, bermain air, dan menyelam. Pengunjung juga dapat menikmati kegiatan seperti berjalan-jalan di sepanjang pantai, bermain pasir, dan menikmati makanan lokal yang lezat di warung-warung yang ada di sekitar pantai.

Pantai Paseban juga menawarkan kegiatan ekstrem seperti surfing, karena ombak di pantai ini cukup besar dan menantang. Selain itu, pengunjung juga dapat menikmati kegiatan seperti bersepeda di sepanjang pantai, menikmati keindahan alam yang eksotis, dan menikmati kegiatan fotografi karena pemandangan di pantai ini sangat menarik. Jika Anda mencari destinasi wisata pantai yang menawarkan keindahan alam yang luar biasa dan kegiatan yang menantang, maka Pantai Paseban adalah pilihan yang tepat.",assets/images/25.png,"Pantai Paseban Pantai Pantai Jember Paseban, Kec. Kencong, Kabupaten Jember, Jawa Timur Pantai Paseban adalah pantai alami di wilayah Kencong dengan panorama laut, batu karang, dan suasana tenang. Karena posisinya mungkin agak jauh dari pusat, tempat ini ideal bagi mereka yang mencari ketenangan pantai.",pantai paseban pantai pantai jember paseban kec kencong kabupaten jember jawa timur pantai paseban pantai alami wilayah kencong panorama laut batu karang suasana tenang posisinya mungkin jauh pusat tempat ideal mereka mencari ketenangan pantai,-8.3582,113.3444,Buka 24 jam,Buka 24 jam,[Unverified],[Unverified],[Unverified],Rp 5.000,Google Maps,2026-07-20,Tidak ada data
26,Pantai Bandealit,Pantai,Jember,"Area Hutan, Andongrejo, Kec. Tempurejo, Kabupaten Jember, Jawa Timur 68173","Terletak di area hutan yang indah dan sejuk, Pantai Bandealit di Jember, Jawa Timur, menawarkan pengalaman liburan yang unik dan menenangkan. Destinasi wisata ini terletak di Desa Andongrejo, Kecamatan Tempurejo, Kabupaten Jember, dan merupakan salah satu pantai tersembunyi yang masih alami dan belum terjamah oleh tekanan pariwisata massal.

Suasana di Pantai Bandealit sangat nyaman dan menenangkan, dengan hutan yang rimbun dan pohon-pohon yang tinggi menyebar di sepanjang pantai. Ombak laut yang tenang dan jernih membentang hingga ke bibir pantai, membuat pengunjung bisa menikmati keindahan alam yang masih asli. Pemandangan di sekitar pantai juga sangat indah, dengan bukit-bukit yang menjulang tinggi dan air terjun yang mengalir ke laut. Aktivitas yang bisa dilakukan di Pantai Bandealit antara lain berenang, bermain pasir, berjalan-jalan di pantai, dan menikmati keindahan alam yang masih alami. Pengunjung juga bisa menikmati kegiatan seperti hiking, bersepeda, atau bahkan menikmati kegiatan outdoor lainnya di area hutan yang sangat luas dan menantang.

Selain keindahan alamnya, Pantai Bandealit juga menawarkan keunikan lainnya, seperti adanya perpaduan antara laut dan hutan yang sangat alami. Pengunjung bisa menikmati keindahan hutan yang masih rimbun dan hijau, serta menikmati keindahan laut yang tenang dan jernih. Jika beruntung, pengunjung juga bisa melihat kehidupan liar di hutan, seperti monyet, burung, dan hewan lainnya. Dengan demikian, Pantai Bandealit menjadi destinasi wisata yang sangat cocok untuk mereka yang mencari keindahan alam yang asli dan menenangkan.",assets/images/26.png,"Pantai Bandealit Pantai Pantai Jember Area Hutan, Andongrejo, Kec. Tempurejo, Kabupaten Jember, Jawa Timur 68173 Pantai Bandealit adalah pantai di kawasan Taman Nasional Meru Betiri yang menawarkan pasir putih, laut jernih, dan vegetasi pantai seperti mangrove. Aktivitas snorkeling, berjalan pantai, atau eksplorasi pesisir sangat cocok di sini.",pantai bandealit pantai pantai jember area hutan andongrejo kec tempurejo kabupaten jember jawa timur pantai bandealit pantai kawasan taman nasional meru betiri menawarkan pasir putih laut jernih vegetasi pantai mangrove aktivitas snorkeling berjalan pantai eksplorasi pesisir sangat cocok sini,-8.4411,113.7547,07:00,16:00,[Unverified],[Unverified],[Unverified],Rp 15.000,TN Meru Betiri,2026-07-20,Tidak ada data
27,Dira Park Ambulu,Rekreasi,Jember,"Jl. Kota Blater No.KM.4, Watukebo, Andongsari, Kec. Ambulu, Kabupaten Jember, Jawa Timur 68172","Di Jawa Timur, terdapat salah satu destinasi wisata yang paling populer dan menarik, yaitu Dira Park Ambulu. Terletak di Jl. Kota Blater No.KM.4, Watukebo, Andongsari, Kec. Ambulu, Kabupaten Jember, Jawa Timur 68172, Dira Park Ambulu menawarkan pengalaman rekreasi yang tak terlupakan bagi para wisatawan. Lokasinya yang strategis dan mudah dijangkau membuat destinasi ini menjadi pilihan utama bagi mereka yang mencari suasana liburan yang santai dan menyenangkan.

Suasana di Dira Park Ambulu begitu menyenangkan, dengan udara yang sejuk dan pemandangan alam yang hijau dan asri. Anda dapat menikmati pemandangan kebun buah, sawah, dan hutan belantara yang luas, serta menikmati keindahan alam yang masih perawan. Di sini, Anda dapat melakukan berbagai aktivitas yang menyenangkan, seperti berjalan-jalan di taman, bermain air di kolam renang, atau mencoba berbagai jenis olahraga seperti sepak bola, voli, dan basket. Selain itu, Anda juga dapat menikmati berbagai jenis kuliner khas Jawa Timur, seperti gudeg, sate, dan es teler.

Di Dira Park Ambulu, Anda juga dapat menikmati berbagai jenis fasilitas yang memadai, seperti resto, café, dan kamar mandi yang bersih dan nyaman. Selain itu, destinasi ini juga dilengkapi dengan berbagai jenis fasilitas rekreasi, seperti kolam renang, arena bermain anak, dan tempat parkir yang luas. Dengan demikian, Dira Park Ambulu menjadi destinasi wisata yang lengkap dan tak terlupakan bagi para wisatawan. Jadi, jika Anda mencari destinasi wisata yang menyenangkan dan tak terlupakan, Dira Park Ambulu adalah pilihan yang tepat.",assets/images/27.png,"Dira Park Ambulu Rekreasi Rekreasi Jember Jl. Kota Blater No.KM.4, Watukebo, Andongsari, Kec. Ambulu, Kabupaten Jember, Jawa Timur 68172 Dira Park Ambulu adalah area rekreasi keluarga di Ambulu dengan taman, playground, jalur jalan santai, mungkin kolam atau elemen air, dan suasana hijau. Cocok sebagai destinasi lokal untuk warga sekitar dan wisatawan.",dira park ambulu rekreasi rekreasi jember jl kota blater no km watukebo andongsari kec ambulu kabupaten jember jawa timur dira park ambulu area rekreasi keluarga ambulu taman playground jalur jalan santai mungkin kolam elemen air suasana hijau cocok sebagai destinasi lokal warga sekitar wisatawan,-8.337,113.616,08:00,22:00,[Unverified],[Unverified],[Unverified],Rp 15.000,Situs Resmi Dira,2026-07-20,Tidak ada data
28,Dira Park Balung,Rekreasi,Jember,"PG9H+9JG, Jl. Lumajang - Jember, Krajan Lor, Balung Kulon, Kec. Balung, Kabupaten Jember, Jawa Timur 68161","Dira Park Balung adalah destinasi wisata rekreasi yang menawarkan pengalaman liburan yang luar biasa di Jember, Jawa Timur. Terletak di Jl. Lumajang - Jember, Krajan Lor, Balung Kulon, Kec. Balung, Kabupaten Jember, Jawa Timur 68161, tempat ini menarik perhatian wisatawan dengan keindahan alam yang asri dan suasana yang nyaman. Dira Park Balung terdiri dari area parkir yang luas, jalan setapak yang menyebar di antara pohon-pohon hijau, dan kolam renang yang luas yang cocok untuk berenang dan bermain air.

Suasana di Dira Park Balung sangat menenangkan, dengan pemandangan alam yang hijau dan asri. Wisatawan dapat menikmati keindahan alam dengan berjalan-jalan di sekitar area park, melihat pohon-pohon hijau yang rindang, dan mendengar suara burung-burung yang merdu. Selain itu, Dira Park Balung juga menawarkan berbagai fasilitas seperti kafe, restoran, dan toko-toko yang menjual makanan dan minuman. Wisatawan dapat menikmati makanan dan minuman yang lezat sambil menikmati keindahan alam.

Aktivitas yang bisa dilakukan di Dira Park Balung sangat beragam. Wisatawan dapat berenang di kolam renang yang luas, bermain air di area kolam renang, atau berjalan-jalan di sekitar area park. Selain itu, Dira Park Balung juga menawarkan fasilitas seperti playground untuk anak-anak, lapangan olahraga, dan area piknik yang nyaman. Wisatawan juga dapat menikmati kegiatan seperti yoga, meditasi, dan olahraga lainnya di area yang telah disediakan. Dira Park Balung adalah destinasi wisata rekreasi yang ideal untuk keluarga, pasangan, dan individu yang ingin menikmati liburan yang menyenangkan dan relaks.",assets/images/28.png,"Dira Park Balung Rekreasi Rekreasi Jember PG9H+9JG, Jl. Lumajang - Jember, Krajan Lor, Balung Kulon, Kec. Balung, Kabupaten Jember, Jawa Timur 68161 Dira Park Balung adalah taman rekreasi di Balung yang menghadirkan area terbuka, area bermain, dan pemandangan alam sekitar cocok untuk piknik, jalan santai bersama keluarga, dan refreshing.",dira park balung rekreasi rekreasi jember pg jg jl lumajang jember krajan lor balung kulon kec balung kabupaten jember jawa timur dira park balung taman rekreasi balung menghadirkan area terbuka area bermain pemandangan alam sekitar cocok piknik jalan santai bersama keluarga refreshing,-8.2721,113.5289,08:00,22:00,[Unverified],[Unverified],[Unverified],Rp 15.000,Situs Resmi Dira,2026-07-20,Tidak ada data
29,Dira Park Kencong,Rekreasi,Jember,"Jl. Krakatau No.93, Pd. Waluh, Kencong, Kec. Kencong, Kabupaten Jember, Jawa Timur 68167","Dira Park Kencong merupakan destinasi wisata rekreasi yang terletak di Jalan Krakatau No.93, Pd. Waluh, Kencong, Kec. Kencong, Kabupaten Jember, Jawa Timur 68167. Tempat ini menawarkan pengalaman liburan yang menyenangkan dan berkesan bagi pengunjung. Dira Park Kencong terletak di atas bukit yang menawarkan pemandangan alam yang indah dan memanjakan mata. Suasana yang sejuk dan teduh di tempat ini membuat pengunjung merasa nyaman dan santai.

Daya tarik utama Dira Park Kencong adalah keindahan alamnya yang memukau. Pengunjung dapat menikmati pemandangan hutan yang hijau dan rimbun, serta kebun bunga yang mekar dengan warna-warna cerah. Selain itu, tempat ini juga menawarkan berbagai fasilitas yang memadai, seperti restoran, kafe, dan kamar mandi. Aktivitas yang bisa dilakukan di Dira Park Kencong sangat beragam, mulai dari mengunjungi kebun bunga, berjalan-jalan di hutan, hingga menikmati makanan dan minuman di restoran atau kafe. Pengunjung juga dapat menikmati kegiatan outdoor seperti bersepeda, bermain golf, atau bahkan mengikuti workshop tentang tanaman dan bunga.

Selain itu, Dira Park Kencong juga menawarkan pengalaman liburan yang lebih mendalam dengan menyediakan berbagai fasilitas pendukung. Pengunjung dapat menikmati kegiatan outbound, seperti hiking, paintball, atau bahkan mengikuti program pengembangan diri. Tempat ini juga menyediakan fasilitas penginapan yang nyaman dan modern, sehingga pengunjung dapat menikmati liburan yang lebih lama dan santai. Dengan demikian, Dira Park Kencong menjadi destinasi wisata rekreasi yang wajib dikunjungi bagi pengunjung yang mencari pengalaman liburan yang menyenangkan dan berkesan.",assets/images/29.png,"Dira Park Kencong Rekreasi Rekreasi Jember Jl. Krakatau No.93, Pd. Waluh, Kencong, Kec. Kencong, Kabupaten Jember, Jawa Timur 68167 Dira Park Kencong adalah taman kota atau ruang publik di Kencong dengan area hijau, jalur berjalan, dan fasilitas sederhana untuk rekreasi kota atau keluarga.",dira park kencong rekreasi rekreasi jember jl krakatau no pd waluh kencong kec kencong kabupaten jember jawa timur dira park kencong taman kota ruang publik kencong area hijau jalur berjalan fasilitas sederhana rekreasi kota keluarga,-8.2612,113.3662,08:00,22:00,[Unverified],[Unverified],[Unverified],Rp 15.000,Situs Resmi Dira,2026-07-20,Tidak ada data
30,Rest Area Gumitir,Rekreasi,Jember,"Jl. Raya Jember-Banyuwangi No.KM.39, Curah Damar, Sidomulyo, Kec. Silo, Kabupaten Jember, Jawa Timur 68184","Rest Area Gumitir adalah destinasi wisata rekreasi yang menawarkan pengalaman menarik bagi pengunjung di Jember, Jawa Timur. Terletak di Jl. Raya Jember-Banyuwangi No.KM.39, Curah Damar, Sidomulyo, Kec. Silo, Kabupaten Jember, Jawa Timur 68184, tempat ini menawarkan suasana yang tenang dan asri, ideal untuk melepas lelah dan mengalihkan perhatian dari aktivitas sehari-hari.

Suasana yang ditawarkan oleh Rest Area Gumitir sangatlah menarik, dengan pemandangan alam hijau yang luas dan udara yang segar. Pengunjung dapat menikmati pemandangan kebun teh yang luas dan hijau, menenangkan jiwa dan menghilangkan rasa lelah. Selain itu, pengunjung juga dapat menikmati suasana yang nyaman dan tenang, dengan fasilitas yang lengkap dan nyaman. Aktivitas yang bisa dilakukan di Rest Area Gumitir antara lain berjalan-jalan di kebun teh, bersepeda, bermain badminton, atau hanya duduk-duduk sambil menikmati pemandangan. Pengunjung juga dapat menikmati hidangan khas Jawa Timur di restoran yang ada di tempat, seperti gudeg, sate, atau es teler.

Selain itu, Rest Area Gumitir juga menawarkan fasilitas yang lengkap, seperti toilet, shower, dan tempat parkir yang luas. Pengunjung juga dapat menikmati fasilitas seperti permainan anak, taman bermain, dan area bermain yang nyaman. Dengan demikian, Rest Area Gumitir menjadi destinasi wisata rekreasi yang ideal untuk keluarga, pasangan, atau individu yang ingin menikmati suasana yang tenang dan asri.",assets/images/30.png,"Rest Area Gumitir Rekreasi Rekreasi Jember Jl. Raya Jember-Banyuwangi No.KM.39, Curah Damar, Sidomulyo, Kec. Silo, Kabupaten Jember, Jawa Timur 68184 Rest Area Gumitir adalah tempat istirahat di jalur Jember–Banyuwangi, dengan fasilitas tukar istirahat, pemandangan alam, area parkir, dan mungkin warung atau fasilitas pendukung untuk pelancong yang lewat.",rest area gumitir rekreasi rekreasi jember jl raya jember banyuwangi no km curah damar sidomulyo kec silo kabupaten jember jawa timur rest area gumitir tempat istirahat jalur jember banyuwangi fasilitas tukar istirahat pemandangan alam area parkir mungkin warung fasilitas pendukung pelancong lewat,-8.2435,113.9181,08:00,21:00,[Unverified],[Unverified],[Unverified],Rp 0,Google Maps,2026-07-20,Tidak ada data
